userid,libraryid,seatid,created_at,action,actionfrom
4735,1,9,2020-01-23 15:06:30,reserve,user
4822,1,4,2020-01-23 15:07:00,cancel,system
4735,1,9,2020-01-23 15:07:01,cancel,system
4810,2,95,2020-01-23 15:09:19,confirm,user
4735,1,9,2020-01-23 15:09:34,reserve,user
4680,2,129,2020-01-23 15:09:36,cancel,system
4735,1,9,2020-01-23 15:10:05,cancel,system
4641,2,93,2020-01-23 15:10:19,reserve,user
2050,2,140,2020-01-23 15:11:15,cancel,system
4735,1,9,2020-01-23 15:11:18,reserve,user
4735,1,9,2020-01-23 15:11:22,confirm,user
4680,2,129,2020-01-23 15:11:23,reserve,user
4680,2,129,2020-01-23 15:11:39,confirm,user
5057,2,143,2020-01-23 15:11:45,confirm,user
2050,2,140,2020-01-23 15:11:46,reserve,user
3860,2,1,2020-01-23 15:12:57,cancel,system
3939,2,165,2020-01-23 15:13:14,cancel,system
3480,2,6,2020-01-23 15:13:24,confirm,user
3472,2,5,2020-01-23 15:13:37,confirm,user
2665,1,7,2020-01-23 15:14:48,cancel,system
2380,2,94,2020-01-23 15:15:14,confirm,user
1698,2,158,2020-01-23 15:17:10,cancel,system
2189,1,6,2020-01-23 15:17:23,cancel,system
4522,2,155,2020-01-23 15:18:46,cancel,system
3447,2,96,2020-01-23 15:19:35,confirm,user
3494,2,123,2020-01-23 15:20:51,confirm,user
3820,2,117,2020-01-23 15:22:29,confirm,user
5823,2,120,2020-01-23 15:22:56,confirm,user
4522,2,155,2020-01-23 15:24:06,reserve,user
4522,2,155,2020-01-23 15:24:14,confirm,user
3399,2,118,2020-01-23 15:25:08,confirm,user
5766,2,119,2020-01-23 15:25:15,confirm,user
1512,2,122,2020-01-23 15:29:14,confirm,user
664,2,150,2020-01-23 15:32:59,cancel,system
2197,1,10,2020-01-23 15:33:35,cancel,system
4206,2,126,2020-01-23 15:33:45,confirm,user
3178,2,136,2020-01-23 15:33:46,cancel,system
4089,1,2,2020-01-23 15:33:58,cancel,system
3295,2,154,2020-01-23 15:35:02,confirm,user
4641,2,93,2020-01-23 15:35:20,cancel,system
1155,2,132,2020-01-23 15:35:44,cancel,system
1113,2,134,2020-01-23 15:35:47,cancel,system
5423,1,13,2020-01-23 15:36:19,cancel,system
3157,2,137,2020-01-23 15:36:31,cancel,system
5923,2,138,2020-01-23 15:36:38,cancel,system
2050,2,140,2020-01-23 15:36:47,cancel,system
2467,2,157,2020-01-23 15:37:12,confirm,user
2050,2,140,2020-01-23 15:37:32,reserve,user
5485,2,131,2020-01-23 15:38:36,cancel,system
4206,2,126,2020-01-23 15:38:54,cancel,user
1512,2,122,2020-01-23 15:40:37,cancel,user
1512,2,126,2020-01-23 15:40:42,reserve,user
1512,2,126,2020-01-23 15:40:53,confirm,user
2189,1,6,2020-01-23 15:41:29,reserve,user
4417,2,176,2020-01-23 15:41:36,cancel,system
5887,2,3,2020-01-23 15:44:05,reserve,user
5887,2,3,2020-01-23 15:44:13,cancel,user
5482,2,145,2020-01-23 15:45:22,cancel,system
3071,2,167,2020-01-23 15:46:32,cancel,system
5905,2,172,2020-01-23 15:47:23,cancel,system
1360,2,100,2020-01-23 15:47:41,cancel,system
5482,2,145,2020-01-23 15:47:52,reserve,user
5482,2,145,2020-01-23 15:48:06,confirm,user
2516,2,89,2020-01-23 15:50:52,confirm,user
1782,2,91,2020-01-23 15:51:25,confirm,user
1476,2,112,2020-01-23 15:53:00,reserve,user
3083,2,149,2020-01-23 15:53:04,cancel,system
2705,2,125,2020-01-23 15:54:37,confirm,user
2011,2,151,2020-01-23 15:55:41,cancel,system
3010,2,159,2020-01-23 15:58:18,cancel,system
3872,2,153,2020-01-23 15:59:16,cancel,system
1710,2,151,2020-01-23 16:00:54,reserve,user
1710,2,151,2020-01-23 16:01:02,cancel,user
3939,2,169,2020-01-23 16:01:07,reserve,user
2189,1,6,2020-01-23 16:01:30,cancel,system
2580,2,156,2020-01-23 16:02:03,cancel,system
679,2,121,2020-01-23 16:02:09,reserve,user
2050,2,140,2020-01-23 16:02:33,cancel,system
2580,2,156,2020-01-23 16:02:45,reserve,user
679,2,121,2020-01-23 16:02:57,cancel,user
4722,2,144,2020-01-23 16:03:08,cancel,user
4722,2,171,2020-01-23 16:03:25,reserve,user
3815,2,111,2020-01-23 16:04:40,cancel,system
2837,2,109,2020-01-23 16:05:06,cancel,system
4935,2,127,2020-01-23 16:05:14,cancel,system
5858,2,130,2020-01-23 16:05:44,cancel,system
3802,2,8,2020-01-23 16:06:14,cancel,system
5057,2,143,2020-01-23 16:06:44,cancel,user
5057,2,172,2020-01-23 16:06:54,reserve,user
5057,2,172,2020-01-23 16:07:03,confirm,user
2665,1,7,2020-01-23 16:07:09,reserve,user
4722,2,171,2020-01-23 16:07:18,confirm,user
2665,1,7,2020-01-23 16:07:34,confirm,user
2050,2,140,2020-01-23 16:07:47,reserve,user
4935,2,173,2020-01-23 16:07:52,reserve,user
2665,1,7,2020-01-23 16:08:02,confirm,user
4680,2,129,2020-01-23 16:08:18,cancel,user
4680,2,174,2020-01-23 16:08:26,reserve,user
4680,2,174,2020-01-23 16:08:52,confirm,user
4935,2,173,2020-01-23 16:08:54,confirm,user
5423,1,13,2020-01-23 16:09:09,reserve,user
5423,1,13,2020-01-23 16:09:16,confirm,user
4810,2,95,2020-01-23 16:09:20,cancel,system
3472,2,5,2020-01-23 16:09:42,confirm,user
3480,2,6,2020-01-23 16:09:44,confirm,user
3447,2,96,2020-01-23 16:09:50,confirm,user
2380,2,94,2020-01-23 16:10:08,confirm,user
4735,1,9,2020-01-23 16:11:23,cancel,system
3494,2,123,2020-01-23 16:13:11,confirm,user
2011,2,151,2020-01-23 16:15:36,reserve,user
1476,2,112,2020-01-23 16:18:00,cancel,system
3815,2,111,2020-01-23 16:19:07,reserve,user
2837,2,109,2020-01-23 16:19:34,reserve,user
2197,1,10,2020-01-23 16:22:05,reserve,user
3820,2,117,2020-01-23 16:22:30,cancel,system
3815,2,111,2020-01-23 16:22:36,confirm,user
5823,2,120,2020-01-23 16:22:57,cancel,system
5823,2,120,2020-01-23 16:24:00,reserve,user
4522,2,155,2020-01-23 16:24:15,cancel,system
3939,2,169,2020-01-23 16:24:34,cancel,user
3399,2,118,2020-01-23 16:25:09,cancel,system
5766,2,119,2020-01-23 16:25:16,cancel,system
3494,2,123,2020-01-23 16:26:56,cancel,user
2580,2,156,2020-01-23 16:26:58,cancel,user
2580,2,156,2020-01-23 16:27:03,reserve,user
2516,2,89,2020-01-23 16:32:05,cancel,user
2050,2,140,2020-01-23 16:32:48,cancel,system
3295,2,154,2020-01-23 16:35:03,cancel,system
4829,2,144,2020-01-23 16:35:40,reserve,user
4829,2,144,2020-01-23 16:35:54,cancel,user
3820,2,119,2020-01-23 16:37:11,reserve,user
2467,2,157,2020-01-23 16:37:13,cancel,system
3820,2,119,2020-01-23 16:37:15,confirm,user
4134,2,160,2020-01-23 16:39:24,reserve,user
4682,2,159,2020-01-23 16:39:27,reserve,user
2011,2,151,2020-01-23 16:40:37,cancel,system
1512,2,126,2020-01-23 16:40:54,cancel,system
2580,2,156,2020-01-23 16:41:26,confirm,user
2197,1,10,2020-01-23 16:42:06,cancel,system
2837,2,109,2020-01-23 16:44:35,cancel,system
5482,2,145,2020-01-23 16:48:07,cancel,system
4134,2,160,2020-01-23 16:48:19,cancel,user
4682,2,159,2020-01-23 16:48:30,cancel,user
722,2,90,2020-01-23 16:48:44,reserve,user
722,2,90,2020-01-23 16:48:56,confirm,user
5823,2,120,2020-01-23 16:49:01,cancel,system
1782,2,91,2020-01-23 16:51:26,cancel,system
2705,2,125,2020-01-23 16:54:38,cancel,system
2011,2,151,2020-01-23 17:01:19,reserve,user
2011,2,151,2020-01-23 17:01:30,confirm,user
2380,2,94,2020-01-23 17:01:43,confirm,user
3447,2,96,2020-01-23 17:05:44,confirm,user
5057,2,172,2020-01-23 17:07:04,cancel,system
4722,2,171,2020-01-23 17:07:19,cancel,system
2665,1,7,2020-01-23 17:08:03,cancel,system
4680,2,174,2020-01-23 17:08:53,cancel,system
4935,2,173,2020-01-23 17:08:55,cancel,system
5423,1,13,2020-01-23 17:09:17,cancel,system
3472,2,5,2020-01-23 17:09:43,cancel,system
3480,2,6,2020-01-23 17:09:45,cancel,system
1702,2,5,2020-01-23 17:19:36,reserve,user
1702,2,5,2020-01-23 17:19:51,cancel,user
3815,2,111,2020-01-23 17:22:37,cancel,system
722,2,90,2020-01-23 17:24:29,cancel,user
2580,2,156,2020-01-23 17:27:35,cancel,user
1742,2,6,2020-01-23 17:28:36,reserve,user
1742,2,6,2020-01-23 17:28:43,cancel,user
1742,2,128,2020-01-23 17:28:49,reserve,user
1742,2,128,2020-01-23 17:28:55,cancel,user
3820,2,119,2020-01-23 17:29:09,cancel,user
2980,2,111,2020-01-23 17:51:57,reserve,user
2980,2,111,2020-01-23 17:52:10,cancel,user
5290,2,5,2020-01-23 17:52:19,reserve,user
5290,2,5,2020-01-23 17:52:25,cancel,user
2011,2,151,2020-01-23 18:01:31,cancel,system
2380,2,94,2020-01-23 18:01:44,cancel,system
3447,2,96,2020-01-23 18:05:45,cancel,system
984,2,158,2020-01-23 19:02:22,reserve,user
984,2,158,2020-01-23 19:02:33,confirm,user
4607,2,7,2020-01-23 19:02:37,reserve,user
4607,2,7,2020-01-23 19:02:52,confirm,user
4607,2,7,2020-01-23 19:02:56,cancel,user
984,2,158,2020-01-23 20:02:34,cancel,system
3223,2,104,2020-01-23 20:07:33,reserve,user
3223,2,104,2020-01-23 20:32:34,cancel,system
4927,2,89,2020-01-23 20:59:44,reserve,user
4927,2,89,2020-01-23 20:59:57,cancel,user
2431,2,164,2020-01-23 21:05:46,reserve,user
2431,2,164,2020-01-23 21:06:02,cancel,user
2431,2,166,2020-01-23 21:21:15,reserve,user
2431,2,166,2020-01-23 21:21:20,cancel,user
5694,2,7,2020-01-23 21:30:10,reserve,user
5694,2,7,2020-01-23 21:30:24,cancel,user
4318,2,144,2020-01-23 23:20:27,reserve,user
4318,2,144,2020-01-23 23:20:47,cancel,user
1293,2,122,2020-01-24 00:56:34,reserve,user
1293,2,122,2020-01-24 00:56:43,cancel,user
5494,2,175,2020-01-24 06:46:01,reserve,user
5494,2,175,2020-01-24 06:46:15,cancel,user
5858,2,129,2020-01-24 07:28:51,reserve,user
3388,2,127,2020-01-24 07:29:16,reserve,user
5057,2,130,2020-01-24 07:29:41,reserve,user
5766,2,103,2020-01-24 07:48:01,reserve,user
3399,2,102,2020-01-24 07:48:03,reserve,user
3325,2,109,2020-01-24 07:50:27,reserve,user
2416,2,111,2020-01-24 07:51:23,reserve,user
5003,2,93,2020-01-24 07:52:31,reserve,user
5858,2,129,2020-01-24 07:53:52,cancel,system
3388,2,127,2020-01-24 07:54:17,cancel,system
5057,2,130,2020-01-24 07:54:42,cancel,system
3211,2,147,2020-01-24 07:59:07,reserve,user
2026,2,149,2020-01-24 07:59:09,reserve,user
3211,2,147,2020-01-24 07:59:14,confirm,user
2026,2,149,2020-01-24 07:59:23,confirm,user
2497,2,7,2020-01-24 07:59:37,reserve,user
1495,2,151,2020-01-24 08:04:57,reserve,user
3325,2,109,2020-01-24 08:06:15,confirm,user
3399,2,102,2020-01-24 08:06:33,cancel,user
3399,2,101,2020-01-24 08:06:42,reserve,user
5766,2,103,2020-01-24 08:07:19,cancel,user
5766,2,103,2020-01-24 08:07:26,reserve,user
2474,2,1,2020-01-24 08:12:13,reserve,user
2416,2,111,2020-01-24 08:12:14,cancel,user
4286,2,3,2020-01-24 08:12:18,reserve,user
2416,2,111,2020-01-24 08:12:21,reserve,user
5183,2,115,2020-01-24 08:12:24,reserve,user
2474,2,1,2020-01-24 08:12:33,confirm,user
682,2,165,2020-01-24 08:12:58,reserve,user
5183,2,115,2020-01-24 08:13:11,cancel,user
4286,2,3,2020-01-24 08:13:19,confirm,user
2474,2,1,2020-01-24 08:13:20,cancel,user
5183,2,4,2020-01-24 08:13:27,reserve,user
2474,2,2,2020-01-24 08:13:43,reserve,user
5183,2,4,2020-01-24 08:14:00,confirm,user
2474,2,2,2020-01-24 08:14:04,confirm,user
2474,2,2,2020-01-24 08:15:07,cancel,user
5183,2,4,2020-01-24 08:15:25,cancel,user
5183,2,115,2020-01-24 08:15:36,reserve,user
4286,2,3,2020-01-24 08:15:41,cancel,user
4286,2,114,2020-01-24 08:15:52,reserve,user
2474,2,116,2020-01-24 08:15:56,reserve,user
2474,2,116,2020-01-24 08:16:22,confirm,user
4286,2,114,2020-01-24 08:16:27,confirm,user
5183,2,115,2020-01-24 08:16:33,confirm,user
1495,2,151,2020-01-24 08:17:31,confirm,user
5003,2,93,2020-01-24 08:17:32,cancel,system
5823,2,102,2020-01-24 08:20:07,reserve,user
3820,2,104,2020-01-24 08:20:35,reserve,user
5823,2,102,2020-01-24 08:21:08,confirm,user
3820,2,104,2020-01-24 08:21:39,confirm,user
3399,2,101,2020-01-24 08:21:50,confirm,user
4810,2,93,2020-01-24 08:21:58,reserve,user
5766,2,103,2020-01-24 08:21:58,confirm,user
1568,2,8,2020-01-24 08:23:49,reserve,user
2416,2,111,2020-01-24 08:23:52,confirm,user
1568,2,8,2020-01-24 08:24:08,cancel,user
2497,2,7,2020-01-24 08:24:38,cancel,system
1568,2,4,2020-01-24 08:25:05,reserve,user
1568,2,4,2020-01-24 08:25:43,cancel,user
1568,2,6,2020-01-24 08:27:50,reserve,user
1568,2,6,2020-01-24 08:27:58,cancel,user
4722,2,166,2020-01-24 08:28:08,reserve,user
669,2,168,2020-01-24 08:28:16,reserve,user
4722,2,166,2020-01-24 08:28:33,confirm,user
669,2,168,2020-01-24 08:28:38,confirm,user
3266,2,160,2020-01-24 08:29:08,reserve,user
4446,2,150,2020-01-24 08:30:56,reserve,user
682,2,165,2020-01-24 08:32:37,confirm,user
2497,2,7,2020-01-24 08:32:50,reserve,user
3266,2,160,2020-01-24 08:33:08,confirm,user
5003,2,95,2020-01-24 08:33:15,reserve,user
5003,2,95,2020-01-24 08:33:25,cancel,user
682,2,165,2020-01-24 08:33:40,cancel,user
682,2,163,2020-01-24 08:33:44,reserve,user
1487,2,175,2020-01-24 08:33:47,reserve,user
5003,2,107,2020-01-24 08:33:47,reserve,user
983,2,173,2020-01-24 08:33:51,reserve,user
5003,2,107,2020-01-24 08:34:01,cancel,user
682,2,163,2020-01-24 08:34:02,confirm,user
5003,2,99,2020-01-24 08:34:07,reserve,user
2497,2,7,2020-01-24 08:34:13,cancel,user
1487,2,175,2020-01-24 08:34:14,confirm,user
983,2,173,2020-01-24 08:34:21,confirm,user
2497,2,97,2020-01-24 08:34:23,reserve,user
4641,2,91,2020-01-24 08:35:02,reserve,user
4641,2,91,2020-01-24 08:35:25,confirm,user
4189,2,3,2020-01-24 08:35:40,reserve,user
4189,2,3,2020-01-24 08:38:41,confirm,user
4980,2,145,2020-01-24 08:39:25,reserve,user
4980,2,145,2020-01-24 08:39:57,confirm,user
2372,2,144,2020-01-24 08:40:29,reserve,user
2372,2,144,2020-01-24 08:40:36,cancel,user
4617,2,120,2020-01-24 08:41:05,reserve,user
1482,2,92,2020-01-24 08:41:29,reserve,user
2859,2,94,2020-01-24 08:41:34,reserve,user
4617,2,120,2020-01-24 08:41:35,confirm,user
4734,2,96,2020-01-24 08:41:37,reserve,user
5003,2,99,2020-01-24 08:41:44,confirm,user
1482,2,92,2020-01-24 08:41:56,confirm,user
4734,2,96,2020-01-24 08:41:58,confirm,user
5471,2,90,2020-01-24 08:42:14,reserve,user
2497,2,97,2020-01-24 08:42:51,confirm,user
2859,2,94,2020-01-24 08:43:01,confirm,user
1805,2,157,2020-01-24 08:43:50,reserve,user
1805,2,157,2020-01-24 08:44:16,confirm,user
4028,2,130,2020-01-24 08:44:29,reserve,user
5471,2,90,2020-01-24 08:44:30,confirm,user
4028,2,130,2020-01-24 08:44:35,confirm,user
5863,2,159,2020-01-24 08:45:49,reserve,user
5863,2,159,2020-01-24 08:46:00,confirm,user
3075,2,170,2020-01-24 08:46:47,reserve,user
4810,2,93,2020-01-24 08:46:59,cancel,system
3075,2,170,2020-01-24 08:49:00,cancel,user
3211,2,147,2020-01-24 08:49:57,confirm,user
2026,2,149,2020-01-24 08:50:31,confirm,user
2837,2,107,2020-01-24 08:53:17,reserve,user
3815,2,105,2020-01-24 08:53:17,reserve,user
5823,2,102,2020-01-24 08:53:23,confirm,user
3434,2,158,2020-01-24 08:54:01,reserve,user
5198,2,154,2020-01-24 08:54:28,reserve,user
5198,2,154,2020-01-24 08:54:38,cancel,user
3815,2,105,2020-01-24 08:54:51,confirm,user
4446,2,150,2020-01-24 08:55:57,cancel,system
2837,2,107,2020-01-24 08:56:38,confirm,user
2629,2,146,2020-01-24 08:57:16,reserve,user
2629,2,146,2020-01-24 08:57:23,confirm,user
2011,2,106,2020-01-24 08:58:08,reserve,user
2011,2,106,2020-01-24 08:58:18,confirm,user
2011,2,106,2020-01-24 08:58:29,confirm,user
2995,2,100,2020-01-24 09:03:19,reserve,user
1251,2,98,2020-01-24 09:03:27,reserve,user
3325,2,109,2020-01-24 09:03:27,confirm,user
2995,2,100,2020-01-24 09:03:51,confirm,user
1251,2,98,2020-01-24 09:03:58,confirm,user
4810,2,93,2020-01-24 09:04:34,reserve,user
4810,2,93,2020-01-24 09:04:39,confirm,user
4722,2,166,2020-01-24 09:08:11,cancel,user
5183,2,115,2020-01-24 09:08:24,confirm,user
2474,2,116,2020-01-24 09:08:34,confirm,user
4286,2,114,2020-01-24 09:08:55,confirm,user
3820,2,104,2020-01-24 09:12:43,confirm,user
5759,2,1,2020-01-24 09:13:12,reserve,user
1495,2,151,2020-01-24 09:13:15,confirm,user
3399,2,101,2020-01-24 09:13:28,confirm,user
5766,2,103,2020-01-24 09:13:30,confirm,user
5759,2,1,2020-01-24 09:13:52,cancel,user
669,2,168,2020-01-24 09:14:17,cancel,user
669,2,165,2020-01-24 09:14:24,reserve,user
669,2,165,2020-01-24 09:14:35,confirm,user
1977,2,112,2020-01-24 09:18:06,reserve,user
3434,2,158,2020-01-24 09:19:02,cancel,system
2416,2,111,2020-01-24 09:19:08,confirm,user
4617,2,120,2020-01-24 09:24:06,confirm,user
5797,2,8,2020-01-24 09:24:58,reserve,user
682,2,163,2020-01-24 09:24:58,confirm,user
5797,2,8,2020-01-24 09:25:11,cancel,user
2026,2,149,2020-01-24 09:27:13,confirm,user
4641,2,91,2020-01-24 09:29:54,confirm,user
1976,2,7,2020-01-24 09:30:24,reserve,user
1976,2,7,2020-01-24 09:30:28,cancel,user
855,2,128,2020-01-24 09:32:04,reserve,user
4734,2,96,2020-01-24 09:32:19,confirm,user
2859,2,94,2020-01-24 09:32:32,confirm,user
3266,2,160,2020-01-24 09:33:08,cancel,system
1977,2,112,2020-01-24 09:33:22,cancel,user
1487,2,175,2020-01-24 09:34:15,cancel,system
983,2,173,2020-01-24 09:34:22,cancel,system
5471,2,90,2020-01-24 09:34:54,confirm,user
3434,2,158,2020-01-24 09:35:24,reserve,user
3434,2,158,2020-01-24 09:35:52,confirm,user
4161,2,175,2020-01-24 09:36:22,reserve,user
4161,2,175,2020-01-24 09:36:47,cancel,user
3266,2,160,2020-01-24 09:37:16,reserve,user
983,2,173,2020-01-24 09:38:19,reserve,user
4189,2,3,2020-01-24 09:38:42,cancel,system
1487,2,175,2020-01-24 09:39:05,reserve,user
1487,2,175,2020-01-24 09:39:36,confirm,user
983,2,173,2020-01-24 09:39:42,confirm,user
4980,2,145,2020-01-24 09:39:58,cancel,system
3531,2,142,2020-01-24 09:40:04,reserve,user
3531,2,142,2020-01-24 09:40:08,cancel,user
3211,2,147,2020-01-24 09:40:59,confirm,user
5003,2,99,2020-01-24 09:41:45,cancel,system
1482,2,92,2020-01-24 09:41:57,cancel,system
2497,2,97,2020-01-24 09:42:52,cancel,system
1805,2,157,2020-01-24 09:44:17,cancel,system
4028,2,130,2020-01-24 09:44:36,cancel,system
2418,2,7,2020-01-24 09:45:19,reserve,user
2418,2,7,2020-01-24 09:45:29,cancel,user
3815,2,105,2020-01-24 09:45:39,confirm,user
3266,2,160,2020-01-24 09:45:44,confirm,user
5863,2,159,2020-01-24 09:46:01,cancel,system
2629,2,146,2020-01-24 09:48:01,confirm,user
4028,2,130,2020-01-24 09:49:56,reserve,user
4028,2,130,2020-01-24 09:50:04,confirm,user
4028,2,130,2020-01-24 09:50:10,confirm,user
2011,2,106,2020-01-24 09:50:32,confirm,user
855,2,128,2020-01-24 09:51:40,confirm,user
5823,2,102,2020-01-24 09:53:24,cancel,system
3325,2,109,2020-01-24 09:55:15,confirm,user
2416,2,111,2020-01-24 09:56:25,confirm,user
2837,2,107,2020-01-24 09:56:39,cancel,system
1482,2,92,2020-01-24 09:56:48,reserve,user
1482,2,92,2020-01-24 09:57:04,confirm,user
2995,2,100,2020-01-24 10:03:52,cancel,system
1251,2,98,2020-01-24 10:03:59,cancel,system
1805,2,157,2020-01-24 10:04:06,reserve,user
1805,2,157,2020-01-24 10:04:14,confirm,user
4810,2,93,2020-01-24 10:04:40,cancel,system
5823,2,102,2020-01-24 10:05:09,reserve,user
5823,2,102,2020-01-24 10:05:39,confirm,user
3820,2,104,2020-01-24 10:06:00,confirm,user
1251,2,100,2020-01-24 10:06:05,reserve,user
1251,2,100,2020-01-24 10:06:24,confirm,user
2995,2,98,2020-01-24 10:06:31,reserve,user
2995,2,98,2020-01-24 10:06:50,confirm,user
2497,2,97,2020-01-24 10:07:07,reserve,user
2497,2,97,2020-01-24 10:07:14,confirm,user
3399,2,101,2020-01-24 10:07:27,confirm,user
5766,2,103,2020-01-24 10:07:59,confirm,user
5183,2,115,2020-01-24 10:08:25,cancel,system
669,2,165,2020-01-24 10:08:27,confirm,user
2474,2,116,2020-01-24 10:08:35,cancel,system
4286,2,114,2020-01-24 10:08:56,cancel,system
5183,2,115,2020-01-24 10:09:24,reserve,user
2474,2,116,2020-01-24 10:09:49,reserve,user
5863,2,159,2020-01-24 10:10:09,reserve,user
2180,2,6,2020-01-24 10:10:13,reserve,user
4286,2,114,2020-01-24 10:10:15,reserve,user
2180,2,6,2020-01-24 10:10:18,cancel,user
5863,2,159,2020-01-24 10:10:28,confirm,user
5183,2,115,2020-01-24 10:11:21,confirm,user
1495,2,151,2020-01-24 10:13:16,cancel,system
4617,2,120,2020-01-24 10:14:11,confirm,user
422,2,171,2020-01-24 10:16:48,reserve,user
422,2,171,2020-01-24 10:17:30,confirm,user
983,2,173,2020-01-24 10:17:48,confirm,user
3325,2,109,2020-01-24 10:18:16,confirm,user
682,2,163,2020-01-24 10:18:40,cancel,user
682,2,163,2020-01-24 10:18:46,reserve,user
4641,2,91,2020-01-24 10:20:20,confirm,user
2416,2,111,2020-01-24 10:20:55,confirm,user
4980,2,145,2020-01-24 10:21:00,reserve,user
2837,2,107,2020-01-24 10:22:11,reserve,user
2837,2,107,2020-01-24 10:22:16,confirm,user
1495,2,151,2020-01-24 10:22:32,reserve,user
4980,2,145,2020-01-24 10:22:44,confirm,user
3211,2,147,2020-01-24 10:22:48,confirm,user
2026,2,149,2020-01-24 10:23:19,confirm,user
2122,2,150,2020-01-24 10:23:26,reserve,user
2122,2,150,2020-01-24 10:23:43,confirm,user
4734,2,96,2020-01-24 10:24:17,confirm,user
1815,2,155,2020-01-24 10:24:31,reserve,user
1815,2,155,2020-01-24 10:24:50,confirm,user
4508,2,144,2020-01-24 10:25:18,reserve,user
4508,2,144,2020-01-24 10:25:28,cancel,user
2503,2,154,2020-01-24 10:26:01,reserve,user
3616,2,156,2020-01-24 10:26:07,reserve,user
2503,2,154,2020-01-24 10:26:10,confirm,user
3616,2,156,2020-01-24 10:26:28,confirm,user
4286,2,114,2020-01-24 10:26:52,confirm,user
2474,2,116,2020-01-24 10:27:00,confirm,user
5471,2,90,2020-01-24 10:31:27,confirm,user
2859,2,94,2020-01-24 10:32:33,cancel,system
3434,2,158,2020-01-24 10:35:53,cancel,system
1495,2,151,2020-01-24 10:37:26,confirm,user
4473,2,93,2020-01-24 10:37:27,reserve,user
3292,2,152,2020-01-24 10:37:33,reserve,user
3292,2,152,2020-01-24 10:37:41,confirm,user
3815,2,105,2020-01-24 10:39:06,confirm,user
1487,2,175,2020-01-24 10:39:37,cancel,system
682,2,163,2020-01-24 10:40:18,confirm,user
1481,2,148,2020-01-24 10:43:16,reserve,user
3616,2,156,2020-01-24 10:44:22,cancel,user
3616,2,164,2020-01-24 10:44:29,reserve,user
3616,2,164,2020-01-24 10:44:43,confirm,user
1815,2,155,2020-01-24 10:45:24,cancel,user
3266,2,160,2020-01-24 10:45:45,cancel,system
1815,2,162,2020-01-24 10:45:56,reserve,user
1815,2,162,2020-01-24 10:47:12,cancel,user
1815,2,161,2020-01-24 10:47:18,reserve,user
2629,2,146,2020-01-24 10:48:02,cancel,system
3075,2,166,2020-01-24 10:48:33,reserve,user
4028,2,130,2020-01-24 10:50:11,cancel,system
4035,2,119,2020-01-24 10:50:26,reserve,user
2011,2,106,2020-01-24 10:50:33,cancel,system
4035,2,119,2020-01-24 10:50:50,cancel,user
855,2,128,2020-01-24 10:51:41,cancel,system
1218,2,117,2020-01-24 10:52:33,reserve,user
4035,2,119,2020-01-24 10:52:36,reserve,user
4028,2,130,2020-01-24 10:53:18,reserve,user
1815,2,161,2020-01-24 10:53:46,confirm,user
4028,2,130,2020-01-24 10:54:07,confirm,user
1481,2,148,2020-01-24 10:54:27,confirm,user
855,2,128,2020-01-24 10:54:27,reserve,user
742,2,95,2020-01-24 10:54:45,reserve,user
855,2,128,2020-01-24 10:54:57,confirm,user
742,2,95,2020-01-24 10:55:09,confirm,user
2859,2,94,2020-01-24 10:55:14,reserve,user
2859,2,94,2020-01-24 10:55:20,confirm,user
1805,2,157,2020-01-24 10:56:06,confirm,user
3434,2,158,2020-01-24 10:56:16,reserve,user
3434,2,158,2020-01-24 10:56:42,confirm,user
3266,2,160,2020-01-24 10:56:56,reserve,user
5923,2,156,2020-01-24 10:57:02,reserve,user
1482,2,92,2020-01-24 10:57:05,cancel,system
3683,2,155,2020-01-24 10:57:08,reserve,user
3266,2,160,2020-01-24 10:57:30,confirm,user
1482,2,92,2020-01-24 10:58:18,reserve,user
1113,2,132,2020-01-24 10:58:18,reserve,user
1482,2,92,2020-01-24 10:58:25,confirm,user
3683,2,155,2020-01-24 10:58:27,confirm,user
5923,2,156,2020-01-24 10:58:40,confirm,user
5823,2,102,2020-01-24 10:58:51,confirm,user
1251,2,100,2020-01-24 10:58:52,confirm,user
2995,2,98,2020-01-24 10:58:57,confirm,user
1113,2,132,2020-01-24 10:59:09,confirm,user
3399,2,101,2020-01-24 10:59:51,confirm,user
5766,2,103,2020-01-24 10:59:59,confirm,user
3820,2,104,2020-01-24 11:00:06,confirm,user
4473,2,93,2020-01-24 11:02:28,cancel,system
2497,2,97,2020-01-24 11:07:15,cancel,system
3075,2,166,2020-01-24 11:07:54,cancel,user
2415,2,8,2020-01-24 11:08:13,reserve,user
2415,2,8,2020-01-24 11:08:28,cancel,user
669,2,165,2020-01-24 11:08:28,cancel,system
5863,2,159,2020-01-24 11:10:29,cancel,system
4617,2,120,2020-01-24 11:11:04,confirm,user
5183,2,115,2020-01-24 11:11:22,cancel,system
5183,2,115,2020-01-24 11:11:28,reserve,user
983,2,173,2020-01-24 11:12:24,confirm,user
3211,2,147,2020-01-24 11:13:21,confirm,user
2122,2,150,2020-01-24 11:15:02,confirm,user
1360,2,89,2020-01-24 11:15:47,reserve,user
1360,2,89,2020-01-24 11:16:02,confirm,user
5183,2,115,2020-01-24 11:16:21,confirm,user
422,2,171,2020-01-24 11:17:31,cancel,system
1218,2,117,2020-01-24 11:17:34,cancel,system
4035,2,119,2020-01-24 11:17:37,cancel,system
